county,year,credit_access
MN-Douglas County,2012,79.22912206
MN-Faribault County,2012,76.52173913
MN-Fillmore County,2012,82.65306122
MN-Freeborn County,2012,87.56756757
MN-Goodhue County,2012,81.31416838
MN-Grant County,2012,85.71428571
MN-Hennepin County,2012,88.30128205
MN-Houston County,2012,84.84848485
MN-Hubbard County,2012,84.39306358
MN-Isanti County,2012,79.76653696
MN-Itasca County,2012,84.51327434
MN-Jackson County,2012,81.19678335
MN-Kanabec County,2012,78.28282828
MN-Kandiyohi County,2012,86.73469388
MN-Kittson County,2012,82.60869565
MN-Koochiching County,2012,86.15384615
MN-Lac qui Parle County,2012,73.07692308
MN-Lake County,2012,78.70036101
MN-Lake of the Woods County,2012,86.20689655
MN-Le Sueur County,2012,85.51724138
MN-Lincoln County,2012,61.14028507
MN-Lyon County,2012,93.01310044
MN-McLeod County,2012,87.23404255
MN-Mahnomen County,2012,77.77777778
MN-Marshall County,2012,55.84415584
MN-Martin County,2012,84.81012658
MN-Meeker County,2012,81.96721311
MN-Mille Lacs County,2012,80.34482759
MN-Morrison County,2012,78.92976589
MN-Mower County,2012,82.05128205
MN-Murray County,2012,85.10638298
MN-Nicollet County,2012,84.43271768
MN-Nobles County,2012,81.53846154
MN-Norman County,2012,57.69230769
MN-Olmsted County,2012,86.62745098
MN-Otter Tail County,2012,87.74509804
MN-Pennington County,2012,82.14285714
MN-Pine County,2012,70.58823529
MN-Pipestone County,2012,86.20689655
MN-Polk County,2012,75.64935065
MN-Pope County,2012,87.87878788
MN-Ramsey County,2012,86.77918425
MN-Red Lake County,2012,85.71428571
MN-Redwood County,2012,81.89655172
MN-Renville County,2012,73.07692308
MN-Rice County,2012,83.8762215
MN-Rock County,2012,81.15942029
MN-Roseau County,2012,83.01886792
MN-St. Louis County,2012,85.55810002
MN-Scott County,2012,80.70408502
MN-Sherburne County,2012,87.3015873
MN-Sibley County,2012,77.62237762
MN-Stearns County,2012,85.6884058
MN-Steele County,2012,83.2884097
MN-Stevens County,2012,88.88888889
MN-Swift County,2012,73.91304348
MN-Todd County,2012,80.11695906
MN-Traverse County,2012,77.27272727
MN-Wabasha County,2012,80.41237113
MN-Wadena County,2012,80.32786885
MN-Waseca County,2012,85.18518519
MN-Washington County,2012,83.73662168
MN-Watonwan County,2012,67.94871795
MN-Wilkin County,2012,82.60869565
MN-Winona County,2012,85.74338086
MN-Wright County,2012,81.83556405
MN-Yellow Medicine County,2012,79.06976744
NE-Adams County,2012,82.58928571
NE-Antelope County,2012,69.56521739
NE-Boone County,2012,73.68421053
NE-Box Butte County,2012,78.6407767
NE-Boyd County,2012,60
NE-Brown County,2012,63.63636364
NE-Buffalo County,2012,88.5177453
NE-Burt County,2012,78.125
NE-Butler County,2012,75
NE-Cass County,2012,80.85585586
NE-Cedar County,2012,60
NE-Chase County,2012,70.37037037
NE-Cherry County,2012,64.28571429
NE-Cheyenne County,2012,86.02941176
NE-Clay County,2012,77.77777778
NE-Colfax County,2012,81.08108108
NE-Cuming County,2012,78.125
NE-Custer County,2012,89.74358974
NE-Dakota County,2012,76.14213198
NE-Dawes County,2012,84.12698413
NE-Dawson County,2012,65.27777778
NE-Deuel County,2012,92.30769231
NE-Dixon County,2012,70.83333333
NE-Dodge County,2012,87.25099602
NE-Douglas County,2012,88.06343907
NE-Dundy County,2012,62.5
NE-Fillmore County,2012,69.23076923
NE-Franklin County,2012,71.42857143
NE-Frontier County,2012,86.66666667
NE-Furnas County,2012,72.72727273
NE-Gage County,2012,75.75757576
NE-Garden County,2012,65
NE-Garfield County,2012,83.33333333
NE-Gosper County,2012,70
NE-Grant County,2012,100
NE-Greeley County,2012,50
NE-Hall County,2012,82.60869565
NE-Hamilton County,2012,87.5
NE-Harlan County,2012,62.5
NE-Hayes County,2012,33.33333333
NE-Hitchcock County,2012,77.77777778
NE-Holt County,2012,75.51020408
NE-Hooker County,2012,40
NE-Howard County,2012,86
NE-Jefferson County,2012,78.94736842
NE-Johnson County,2012,74.28571429
NE-Kearney County,2012,93.33333333
NE-Keith County,2012,81.63265306
NE-Keya Paha County,2012,100
NE-Kimball County,2012,68
NE-Knox County,2012,81.81818182
NE-Lancaster County,2012,90.14215801
NE-Lincoln County,2012,75.9375
NE-Logan County,2012,33.33333333
NE-Loup County,2012,100
NE-McPherson County,2012,0
NE-Madison County,2012,79.88826816
NE-Merrick County,2012,67.85714286
NE-Morrill County,2012,63.63636364
NE-Nance County,2012,68.75
NE-Nemaha County,2012,75.43859649
NE-Nuckolls County,2012,68.75
NE-Otoe County,2012,82.5
NE-Pawnee County,2012,57.14285714
NE-Perkins County,2012,83.33333333
NE-Phelps County,2012,79.01234568
NE-Pierce County,2012,88.46153846
NE-Platte County,2012,90.8045977
NE-Polk County,2012,74.28571429
NE-Red Willow County,2012,81.94444444
NE-Richardson County,2012,91.66666667
NE-Rock County,2012,100
NE-Saline County,2012,73.72262774
NE-Sarpy County,2012,90.8224497
NE-Saunders County,2012,86.90909091
NE-Scotts Bluff County,2012,77.63975155
NE-Seward County,2012,85.32110092
NE-Sheridan County,2012,66.66666667
NE-Sherman County,2012,66.66666667
NE-Sioux County,2012,83.33333333
NE-Stanton County,2012,82.35294118
NE-Thayer County,2012,82.35294118
NE-Thomas County,2012,54.54545455
NE-Thurston County,2012,75
NE-Valley County,2012,86.95652174
NE-Washington County,2012,82.65682657
NE-Wayne County,2012,80.55555556
NE-Webster County,2012,66.66666667
NE-York County,2012,86.7768595
NC-Alamance County,2012,60.59735784
NC-Alexander County,2012,58.78594249
NC-Alleghany County,2012,75.23809524
NC-Anson County,2012,48.17073171
NC-Ashe County,2012,71.09375
NC-Avery County,2012,67.52136752
NC-Beaufort County,2012,50.19083969
NC-Bertie County,2012,36.76470588
NC-Bladen County,2012,34.50292398
NC-Brunswick County,2012,73.57142857
NC-Buncombe County,2012,66.47398844
NC-Burke County,2012,59.43728019
NC-Cabarrus County,2012,79.65386239
NC-Caldwell County,2012,60.06006006
NC-Camden County,2012,76.69512808
NC-Carteret County,2012,74.69135802
NC-Caswell County,2012,44.33962264
NC-Catawba County,2012,67.15006305
NC-Chatham County,2012,79.47368421
NC-Cherokee County,2012,66.37168142
NC-Chowan County,2012,51.11111111
NC-Clay County,2012,65
NC-Cleveland County,2012,41.18303571
NC-Columbus County,2012,27.43055556
NC-Craven County,2012,70.21969081
NC-Cumberland County,2012,72.7707387
NC-Currituck County,2012,79.90506329
NC-Dare County,2012,81.96721311
NC-Davidson County,2012,67.34124215
NC-Davie County,2012,68.87254902
NC-Duplin County,2012,40.76433121
NC-Durham County,2012,82.14082907
NC-Edgecombe County,2012,38.85714286
NC-Forsyth County,2012,78.60366339
NC-Franklin County,2012,63.03142329
NC-Gaston County,2012,75.59642147
NC-Gates County,2012,43.66197183
NC-Graham County,2012,48.71794872
NC-Granville County,2012,63.80952381
NC-Greene County,2012,66.60412758
NC-Guilford County,2012,74.67972871
NC-Halifax County,2012,31.68316832
NC-Harnett County,2012,78.70216306
NC-Haywood County,2012,67.23684211
NC-Henderson County,2012,69.60408685
NC-Hertford County,2012,54.30463576
NC-Hoke County,2012,72.87946429
NC-Hyde County,2012,57.14285714
NC-Iredell County,2012,72.20801364
NC-Jackson County,2012,66.27078385
NC-Johnston County,2012,74.36431847
NC-Jones County,2012,55.17241379
NC-Lee County,2012,73.39805825
NC-Lenoir County,2012,37.83783784
NC-Lincoln County,2012,73.00295858
NC-McDowell County,2012,58.16831683
NC-Macon County,2012,68.42105263
NC-Madison County,2012,73.10734463
NC-Martin County,2012,40.54054054
NC-Mecklenburg County,2012,80.14964789
NC-Mitchell County,2012,57.03125
NC-Montgomery County,2012,60.92715232
NC-Moore County,2012,77.81954887
NC-Nash County,2012,59.13621262
NC-New Hanover County,2012,76.5129683
NC-Northampton County,2012,31.34328358
NC-Onslow County,2012,81.14285714
NC-Orange County,2012,75.77772501
NC-Pamlico County,2012,52.31788079
NC-Pasquotank County,2012,60.88631985
NC-Pender County,2012,54.35466946
NC-Perquimans County,2012,53.84615385
NC-Person County,2012,59.7752809
NC-Pitt County,2012,61.78217822
NC-Polk County,2012,63.05418719
NC-Randolph County,2012,63.7398374
NC-Richmond County,2012,71.7525196
NC-Robeson County,2012,30.90277778
NC-Rockingham County,2012,51.22210414
NC-Rowan County,2012,69.6669667
NC-Rutherford County,2012,60.64814815
NC-Sampson County,2012,34.58646617
NC-Scotland County,2012,32.25806452
NC-Stanly County,2012,53.71702638
NC-Stokes County,2012,60
NC-Surry County,2012,61.67557932
NC-Swain County,2012,56.12903226
NC-Transylvania County,2012,66.57894737
NC-Tyrrell County,2012,34.28571429
NC-Union County,2012,77.24700619
NC-Vance County,2012,44.79495268
NC-Wake County,2012,83.30220877
NC-Warren County,2012,71.62303665
NC-Washington County,2012,63.65054602
NC-Watauga County,2012,78.44827586
NC-Wayne County,2012,71.12375533
NC-Wilkes County,2012,55.2193646
NC-Wilson County,2012,67.05539359
NC-Yadkin County,2012,57.46268657
NC-Yancey County,2012,66.92913386
OK-Adair County,2012,35.80246914
OK-Alfalfa County,2012,42.10526316
OK-Atoka County,2012,31.76470588
OK-Beaver County,2012,82.02247191
OK-Beckham County,2012,50.2994012
OK-Blaine County,2012,36.79245283
OK-Bryan County,2012,69.16488223
OK-Caddo County,2012,50.92936803
OK-Canadian County,2012,82.06642066
OK-Carter County,2012,73.27044025
OK-Cherokee County,2012,61.13207547
OK-Choctaw County,2012,32.77310924
OK-Cimarron County,2012,33.33333333
OK-Cleveland County,2012,81.67562724
OK-Coal County,2012,34.7826087
OK-Comanche County,2012,84.87773488
OK-Cotton County,2012,75.51020408
OK-Craig County,2012,61.94690265
OK-Creek County,2012,55.37325677
OK-Custer County,2012,70.15306122
OK-Delaware County,2012,81.8624737
OK-Dewey County,2012,44.59459459
OK-Ellis County,2012,46.15384615
OK-Garfield County,2012,78.78787879
OK-Garvin County,2012,52.39852399
OK-Grady County,2012,73.08584687
OK-Grant County,2012,63.0952381
OK-Greer County,2012,42
OK-Harmon County,2012,66.66666667
OK-Harper County,2012,52.17391304
OK-Haskell County,2012,46.21212121
OK-Hughes County,2012,49.55752212
OK-Jackson County,2012,77.69670051
OK-Jefferson County,2012,73.18321392
OK-Johnston County,2012,50.84745763
OK-Kay County,2012,69.79865772
OK-Kingfisher County,2012,61.57024793
OK-Kiowa County,2012,55.20833333
OK-Latimer County,2012,34.52380952
OK-Le Flore County,2012,48.10495627
OK-Lincoln County,2012,70.15655577
OK-Logan County,2012,75.04258944
OK-Love County,2012,44.82758621
OK-McClain County,2012,68.56330014
OK-McCurtain County,2012,59.02777778
OK-McIntosh County,2012,45.54140127
OK-Major County,2012,53.57142857
OK-Marshall County,2012,68.52791878
OK-Mayes County,2012,56.26477541
OK-Murray County,2012,67.44186047
OK-Muskogee County,2012,53.13609467
OK-Noble County,2012,68.53146853
OK-Nowata County,2012,37.58865248
OK-Okfuskee County,2012,36.92307692
OK-Oklahoma County,2012,80.42685151
OK-Okmulgee County,2012,54.38596491
OK-Osage County,2012,63.00884956
OK-Ottawa County,2012,71.93816885
OK-Pawnee County,2012,55.18672199
OK-Payne County,2012,77.65625
OK-Pittsburg County,2012,60.96153846
OK-Pontotoc County,2012,72
OK-Pottawatomie County,2012,62.68656716
OK-Pushmataha County,2012,40
OK-Roger Mills County,2012,18.51851852
OK-Rogers County,2012,70.64471879
OK-Seminole County,2012,49.13793103
OK-Sequoyah County,2012,47.94069193
OK-Stephens County,2012,68.42105263
OK-Texas County,2012,62.3655914
OK-Tillman County,2012,74.57627119
OK-Tulsa County,2012,83.38068182
OK-Wagoner County,2012,76.44694534
OK-Washington County,2012,82.36065068
OK-Washita County,2012,51.2
OK-Woods County,2012,67.04545455
OK-Woodward County,2012,67.42424242
SC-Abbeville County,2012,50.73891626
SC-Aiken County,2012,71.56113537
SC-Allendale County,2012,20.40816327
SC-Anderson County,2012,64.07654393
SC-Bamberg County,2012,50
SC-Barnwell County,2012,36.09467456
SC-Beaufort County,2012,70.82866741
SC-Berkeley County,2012,67.22532588
SC-Calhoun County,2012,64.84848485
SC-Charleston County,2012,71.91095174
SC-Cherokee County,2012,55.42965061
SC-Chester County,2012,52.19206681
SC-Chesterfield County,2012,37.11583924
SC-Clarendon County,2012,43.77224199
SC-Colleton County,2012,38.70458136
SC-Darlington County,2012,53.8585209
SC-Dillon County,2012,36.59574468
SC-Dorchester County,2012,70.71698113
SC-Edgefield County,2012,57.03125
SC-Fairfield County,2012,38.78504673
SC-Florence County,2012,59.7873671
SC-Georgetown County,2012,59.04255319
SC-Greenville County,2012,73.9076499
SC-Greenwood County,2012,65.54487179
SC-Hampton County,2012,22.16748768
SC-Horry County,2012,73.17266529
SC-Jasper County,2012,43.00458716
SC-Kershaw County,2012,63.4746922
SC-Lancaster County,2012,70.09767092
SC-Laurens County,2012,44.47806354
SC-Lee County,2012,45.42682927
SC-Lexington County,2012,70.80129
SC-McCormick County,2012,45.55555556
SC-Marion County,2012,45.35809019
SC-Marlboro County,2012,30.56768559
SC-Newberry County,2012,53.73563218
SC-Oconee County,2012,66.48351648
SC-Orangeburg County,2012,37.74319066
SC-Pickens County,2012,63.53637902
SC-Richland County,2012,76.60087719
SC-Saluda County,2012,50
SC-Spartanburg County,2012,51.49301826
SC-Sumter County,2012,55.99194361
SC-Union County,2012,57.44089013
SC-Williamsburg County,2012,25.59055118
SC-York County,2012,77.14604236
VA-Accomack County,2012,61.64383562
VA-Albemarle County,2012,81.83873399
VA-Alleghany County,2012,77.88461538
VA-Amelia County,2012,66.89189189
VA-Amherst County,2012,70.11952191
VA-Appomattox County,2012,57.8680203
VA-Arlington County,2012,90.24470899
VA-Augusta County,2012,70.53140097
VA-Bath County,2012,60
VA-Bedford County,2012,78.43137255
VA-Bland County,2012,39.74358974
VA-Botetourt County,2012,77.4535809
VA-Brunswick County,2012,35.29411765
VA-Buchanan County,2012,41.55844156
VA-Buckingham County,2012,34.59119497
VA-Campbell County,2012,72.58064516
VA-Caroline County,2012,79.02869757
VA-Carroll County,2012,60.50420168
VA-Charles City County,2012,62.29508197
VA-Charlotte County,2012,49.49494949
VA-Chesterfield County,2012,85.66411898
VA-Clarke County,2012,84.53608247
VA-Craig County,2012,77.55102041
VA-Culpeper County,2012,83.67346939
VA-Cumberland County,2012,48.11320755
VA-Dickenson County,2012,34.48275862
VA-Dinwiddie County,2012,71.54150198
VA-Essex County,2012,58.57988166
VA-Fairfax County,2012,86.52781439
VA-Fauquier County,2012,84.5410628
VA-Floyd County,2012,64.70588235
VA-Fluvanna County,2012,79.94011976
VA-Franklin County,2012,80.22675737
VA-Frederick County,2012,81.98707593
VA-Giles County,2012,71.59763314
VA-Gloucester County,2012,74.34782609
VA-Goochland County,2012,76.36986301
VA-Grayson County,2012,60.78431373
VA-Greene County,2012,72.59259259
VA-Greensville County,2012,38.33333333
VA-Halifax County,2012,54.296875
VA-Hanover County,2012,85.63259471
VA-Henrico County,2012,85.89713754
VA-Henry County,2012,56.21890547
VA-Highland County,2012,75
VA-Isle of Wight County,2012,75.49019608
VA-James City County,2012,87.26530612
VA-King and Queen County,2012,49.31506849
VA-King George County,2012,79.88338192
VA-King William County,2012,86.13861386
VA-Lancaster County,2012,66.10169492
VA-Lee County,2012,48.47457627
VA-Loudoun County,2012,85.28817588
VA-Louisa County,2012,68.3127572
VA-Lunenburg County,2012,45.3125
VA-Madison County,2012,70.32967033
VA-Mathews County,2012,76.27118644
VA-Mecklenburg County,2012,45.98540146
VA-Middlesex County,2012,75.6097561
VA-Montgomery County,2012,78.40690979
VA-Nelson County,2012,68.80733945
VA-New Kent County,2012,81.4084507
VA-Northampton County,2012,62.59541985
VA-Northumberland County,2012,67.08074534
VA-Nottoway County,2012,54.54545455
VA-Orange County,2012,76.68161435
VA-Page County,2012,76.75675676
VA-Patrick County,2012,52.77777778
VA-Pittsylvania County,2012,67.5
VA-Powhatan County,2012,84.7826087
VA-Prince Edward County,2012,48.81516588
VA-Prince George County,2012,74.08637874
VA-Prince William County,2012,82.59172521
VA-Pulaski County,2012,66.57754011
VA-Rappahannock County,2012,90.74074074
VA-Richmond County,2012,62.31884058
VA-Roanoke County,2012,86.83745583
VA-Rockbridge County,2012,63.33333333
VA-Rockingham County,2012,76.68269231
VA-Russell County,2012,33.33333333
VA-Scott County,2012,36.996337
VA-Shenandoah County,2012,79.91967871
VA-Smyth County,2012,58.8028169
VA-Southampton County,2012,64.66666667
VA-Spotsylvania County,2012,82.44466801
VA-Stafford County,2012,83.69747899
VA-Surry County,2012,50.58823529
VA-Sussex County,2012,56.75675676
VA-Tazewell County,2012,54.21940928
VA-Warren County,2012,83.62068966
VA-Washington County,2012,78.48708487
VA-Westmoreland County,2012,67.54385965
VA-Wise County,2012,40.8993576
VA-Wythe County,2012,48.25581395
VA-York County,2012,85.71428571
VA-Alexandria city,2012,88.51819757
VA-Bristol city,2012,63.41463415
VA-Buena Vista city,2012,62.5
VA-Charlottesville city,2012,84.73451327
VA-Chesapeake city,2012,88.25057737
VA-Colonial Heights city,2012,81.81818182
VA-Covington city,2012,69.76744186
VA-Danville city,2012,80.48780488
VA-Emporia city,2012,70
VA-Fairfax city,2012,87.26287263
VA-Falls Church city,2012,91.76470588
VA-Franklin city,2012,62.12121212
VA-Fredericksburg city,2012,82.60869565
VA-Galax city,2012,69.23076923
VA-Hampton city,2012,83.43771747
VA-Harrisonburg city,2012,84.96932515
VA-Hopewell city,2012,72.77777778
VA-Lexington city,2012,63.63636364
VA-Lynchburg city,2012,83.4384858
VA-Manassas city,2012,84.61538462
VA-Manassas Park city,2012,81.92771084
VA-Martinsville city,2012,74.41860465
VA-Newport News city,2012,75.8677686
VA-Norfolk city,2012,86.45690834
VA-Norton city,2012,35.55555556
VA-Petersburg city,2012,70.77922078
VA-Poquoson city,2012,82.08955224
VA-Portsmouth city,2012,83.39622642
VA-Radford city,2012,84.40366972
VA-Richmond city,2012,85.94249201
VA-Roanoke city,2012,83.71298405
VA-Salem city,2012,83.96624473
VA-Staunton city,2012,83.13253012
VA-Suffolk city,2012,83.48148148
VA-Virginia Beach city,2012,89.28813559
VA-Waynesboro city,2012,75.81967213
VA-Williamsburg city,2012,77.88461538
VA-Winchester city,2012,83.15789474
AL-Autauga County,2013,71.35862913
AL-Baldwin County,2013,77.24220624
AL-Barbour County,2013,48.75621891
AL-Bibb County,2013,38.05970149
AL-Blount County,2013,58.54304636
AL-Bullock County,2013,30.95238095
AL-Butler County,2013,34.04255319
AL-Calhoun County,2013,56.41399417
AL-Chambers County,2013,44.73684211
AL-Cherokee County,2013,52.56410256
AL-Chilton County,2013,45.625
AL-Choctaw County,2013,38.20224719
AL-Clarke County,2013,50.24154589
AL-Clay County,2013,30.81761006
AL-Cleburne County,2013,46.2962963
AL-Coffee County,2013,75.51622419
AL-Colbert County,2013,78.67746289
AL-Conecuh County,2013,28.73563218
AL-Coosa County,2013,33.94495413
AL-Covington County,2013,59.43152455
AL-Crenshaw County,2013,43.60189573
AL-Cullman County,2013,54.99618612
AL-Dale County,2013,62.53101737
AL-Dallas County,2013,37.67705382
AL-DeKalb County,2013,52.00803213
AL-Elmore County,2013,69.36507937
AL-Escambia County,2013,46.58385093
AL-Etowah County,2013,60.31613977
AL-Fayette County,2013,40
AL-Franklin County,2013,60.86956522
AL-Geneva County,2013,56.38297872
AL-Greene County,2013,43.28358209
AL-Hale County,2013,47.70114943
AL-Henry County,2013,62.3255814
AL-Houston County,2013,74.07407407
AL-Jackson County,2013,56.25
AL-Jefferson County,2013,78.4821661
AL-Lamar County,2013,42.1875
AL-Lauderdale County,2013,78.34960071
AL-Lawrence County,2013,40.99378882
AL-Lee County,2013,70.66456941
AL-Limestone County,2013,74.42865967
AL-Lowndes County,2013,25.45454545
AL-Macon County,2013,23.07692308
AL-Madison County,2013,82.53267397
AL-Marengo County,2013,50.23923445
AL-Marion County,2013,49.6969697
AL-Marshall County,2013,61.01218369
AL-Mobile County,2013,70.72289157
AL-Monroe County,2013,43.88888889
AL-Montgomery County,2013,78.10566397
AL-Morgan County,2013,62.40601504
AL-Perry County,2013,27.5862069
AL-Pickens County,2013,35.79335793
AL-Pike County,2013,59.64912281
AL-Randolph County,2013,43.02325581
AL-Russell County,2013,75.03649635
AL-St. Clair County,2013,61.19016818
AL-Shelby County,2013,77.36829087
AL-Sumter County,2013,31.63265306
AL-Talladega County,2013,42.39130435
AL-Tallapoosa County,2013,57.67366721
AL-Tuscaloosa County,2013,74.20259376
AL-Walker County,2013,37.69230769
AL-Washington County,2013,43.97590361
AL-Wilcox County,2013,23.88059701
AL-Winston County,2013,53.33333333
AK-Aleutians East Borough,2013,66.66666667
AK-Aleutians West Census Area,2013,62.5
AK-Anchorage Municipality,2013,84.71018679
AK-Bethel Census Area,2013,78
AK-Bristol Bay Borough,2013,62.5
AK-Denali Borough,2013,92.30769231
AK-Dillingham Census Area,2013,84.61538462
AK-Fairbanks North Star Borough,2013,83.45991561
AK-Haines Borough,2013,80.95238095
AK-Hoonah-Angoon Census Area,2013,85.71428571
AK-Juneau City and Borough,2013,88.66213152
AK-Kenai Peninsula Borough,2013,90.78771696
AK-Ketchikan Gateway Borough,2013,72.22222222
AK-Kodiak Island Borough,2013,79.73856209
AK-Matanuska-Susitna Borough,2013,85.76555024
AK-Nome Census Area,2013,68.57142857
AK-North Slope Borough,2013,52.17391304
AK-Northwest Arctic Borough,2013,80
AK-Prince of Wales-Hyder Census Area,2013,72.72727273
AK-Sitka City and Borough,2013,81.3559322
AK-Skagway Municipality,2013,80
AK-Southeast Fairbanks Census Area,2013,72.5
AK-Valdez-Cordova Census Area,2013,82.22222222
AK-Wrangell City and Borough,2013,69.23076923
AK-Yakutat City and Borough,2013,100
AK-Yukon-Koyukuk Census Area,2013,63.63636364
AZ-Apache County,2013,40.9610984
AZ-Cochise County,2013,73.3135656
AZ-Coconino County,2013,75.57551937
AZ-Gila County,2013,73.12101911
AZ-Graham County,2013,73.28042328
AZ-Greenlee County,2013,44.18604651
AZ-La Paz County,2013,59.50413223
AZ-Maricopa County,2013,83.20004847
AZ-Mohave County,2013,75.5793843
AZ-Navajo County,2013,72.30902778
AZ-Pima County,2013,81.76491352
AZ-Pinal County,2013,81.76487833
AZ-Santa Cruz County,2013,79.67914439
AZ-Yavapai County,2013,77.43795437
AZ-Yuma County,2013,85.90712743
AR-Ashley County,2013,38.86792453
AR-Baxter County,2013,79.81132075
AR-Benton County,2013,80.32080028
AR-Boone County,2013,72.17741935
AR-Bradley County,2013,21.62162162
AR-Calhoun County,2013,35.48387097
AR-Carroll County,2013,67.23646724
AR-Chicot County,2013,24.5508982
AR-Clark County,2013,49.26470588
AR-Clay County,2013,53.19148936
AR-Cleburne County,2013,65.2173913
AR-Cleveland County,2013,49.49494949
AR-Columbia County,2013,56.04651163
AR-Conway County,2013,56.69642857
AR-Craighead County,2013,79.4786467
AR-Crawford County,2013,61.94895592
AR-Crittenden County,2013,72.84210526
AR-Cross County,2013,59.92063492
AR-Dallas County,2013,42.05607477
AR-Desha County,2013,37.41007194
AR-Drew County,2013,36.01532567
AR-Faulkner County,2013,78.84709331
AR-Franklin County,2013,57.8680203
AR-Fulton County,2013,65
AR-Garland County,2013,61.9047619
AR-Grant County,2013,44.10958904
AR-Greene County,2013,72.96819788
AR-Hempstead County,2013,61.32075472
AR-Hot Spring County,2013,38.28671329
AR-Howard County,2013,61.29032258
AR-Independence County,2013,60.90047393
AR-Izard County,2013,66.27906977
AR-Jackson County,2013,53.17460317
AR-Jefferson County,2013,56.87679083
AR-Johnson County,2013,65.38461538
AR-Lafayette County,2013,41.66666667
AR-Lawrence County,2013,51.44927536
AR-Lee County,2013,50
AR-Lincoln County,2013,34.40860215
AR-Little River County,2013,53.54330709
AR-Logan County,2013,52.06185567
AR-Lonoke County,2013,73.69196758
AR-Madison County,2013,43.49593496
AR-Marion County,2013,67.24137931
AR-Miller County,2013,70.56451613
AR-Mississippi County,2013,61.00478469
AR-Monroe County,2013,31.91489362
AR-Montgomery County,2013,50
AR-Nevada County,2013,36.7816092
AR-Newton County,2013,58.82352941
AR-Ouachita County,2013,44.93506494
AR-Perry County,2013,48.07692308
AR-Phillips County,2013,50.42735043
AR-Pike County,2013,56.4516129
AR-Poinsett County,2013,57.66016713
AR-Polk County,2013,54.54545455
AR-Pope County,2013,77.65957447
AR-Prairie County,2013,58.33333333
AR-Pulaski County,2013,81.08159035
AR-Randolph County,2013,67.23404255
AR-St. Francis County,2013,37.75510204
AR-Saline County,2013,66.98299723
AR-Scott County,2013,49.45054945
AR-Searcy County,2013,59.45945946
AR-Sebastian County,2013,74.89204195
AR-Sevier County,2013,62.5
AR-Sharp County,2013,58.82352941
AR-Stone County,2013,75.70093458
AR-Union County,2013,42.85714286
AR-Van Buren County,2013,52.94117647
AR-Washington County,2013,78.84089666
AR-White County,2013,60.433213
AR-Woodruff County,2013,37.5
AR-Yell County,2013,67.69230769
CA-Alameda County,2013,78.95173329
CA-Alpine County,2013,82
CA-Amador County,2013,79.3867121
CA-Butte County,2013,83.78734622
CA-Calaveras County,2013,79.73778308
CA-Colusa County,2013,68.24324324
CA-Contra Costa County,2013,79.42989725
CA-Del Norte County,2013,77.77777778
CA-El Dorado County,2013,81.64018161
CA-Fresno County,2013,81.73299526
CA-Glenn County,2013,79.16666667
CA-Humboldt County,2013,78.15975733
CA-Imperial County,2013,78.97595035
CA-Inyo County,2013,83.47107438
CA-Kern County,2013,79.45736434
CA-Kings County,2013,83.30357143
CA-Lake County,2013,73.50993377
CA-Lassen County,2013,82.71028037
CA-Los Angeles County,2013,76.44504749
CA-Madera County,2013,75.66826594
CA-Marin County,2013,82.68647665
CA-Mariposa County,2013,65.40540541
CA-Mendocino County,2013,75.25252525
CA-Merced County,2013,76.89189189
CA-Modoc County,2013,61.9047619
CA-Mono County,2013,80.05698006
CA-Monterey County,2013,76.78045909
CA-Napa County,2013,73.57859532
CA-Nevada County,2013,80.94194962
CA-Orange County,2013,77.22464219
CA-Placer County,2013,82.22567873
CA-Plumas County,2013,79.87220447
CA-Riverside County,2013,77.12323705
CA-Sacramento County,2013,79.8047654
CA-San Benito County,2013,80.37249284
CA-San Bernardino County,2013,77.3997315
CA-San Diego County,2013,79.03953236
CA-San Francisco County,2013,83.65758755
CA-San Joaquin County,2013,78.82248446
CA-San Luis Obispo County,2013,82.2296088
CA-San Mateo County,2013,83.95586867
CA-Santa Barbara County,2013,82.49690977
CA-Santa Clara County,2013,79.72315936
CA-Santa Cruz County,2013,79.77085571
CA-Shasta County,2013,84.06133829
CA-Sierra County,2013,78.04878049
CA-Siskiyou County,2013,79.35656836
CA-Solano County,2013,73.67088608
CA-Sonoma County,2013,78.6777139
CA-Stanislaus County,2013,78.22263798
CA-Sutter County,2013,81.77014531
CA-Tehama County,2013,80.11049724
CA-Trinity County,2013,76.41509434
CA-Tulare County,2013,82.28336333
CA-Tuolumne County,2013,79.27786499
CA-Ventura County,2013,78.86289138
CA-Yolo County,2013,78.92888499
CA-Yuba County,2013,81.00628931
CT-Fairfield County,2013,80.58166342
CT-Hartford County,2013,83.66625052
CT-Litchfield County,2013,79.86748216
CT-Middlesex County,2013,82.54390633
CT-New Haven County,2013,80.11710794
CT-New London County,2013,81.34020619
CT-Tolland County,2013,84.16500333
CT-Windham County,2013,81.61559889
GA-Appling County,2013,30.53097345
GA-Atkinson County,2013,30
GA-Bacon County,2013,28.78787879
GA-Baker County,2013,48.06629834
GA-Baldwin County,2013,74.28571429
GA-Banks County,2013,54.34782609
GA-Barrow County,2013,79.01234568
GA-Bartow County,2013,75.43252595
GA-Ben Hill County,2013,54.7008547
GA-Berrien County,2013,56.28415301
GA-Bibb County,2013,75.18248175
GA-Bleckley County,2013,70.3125
